Importance,Level,Job Zone,Code,Occupation
77,70,4,27-3043.00,Writers and Authors
77,67,3,29-2032.00,Diagnostic Medical Sonographers
77,67,3,29-1126.00,Respiratory Therapists
77,66,4,13-2072.00,Loan Officers
77,66,3,47-2152.04,Solar Thermal Installers and Technicians
77,66,4,17-1022.00,Surveyors
77,65,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
77,65,4,17-2121.00,Marine Engineers and Naval Architects
77,65,4,27-3023.00,"News Analysts, Reporters, and Journalists"
77,64,4,11-3051.04,Biomass Power Plant Managers
77,64,3,51-8013.04,Hydroelectric Plant Technicians
77,63,3,47-4041.00,Hazardous Materials Removal Workers
77,62,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
77,61,3,51-9161.00,Computer Numerically Controlled Tool Operators
77,61,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
77,60,4,17-1021.00,Cartographers and Photogrammetrists
77,59,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
77,59,3,49-3052.00,Motorcycle Mechanics
77,59,3,49-2098.00,Security and Fire Alarm Systems Installers
77,59,2,53-7073.00,Wellhead Pumpers
77,57,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
77,56,4,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
77,51,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
76,73,5,19-2012.00,Physicists
76,72,3,53-6051.01,Aviation Inspectors
76,72,5,25-4012.00,Curators
76,72,5,17-2141.01,Fuel Cell Engineers
76,71,5,29-1216.00,General Internal Medicine Physicians
76,71,5,19-2099.01,Remote Sensing Scientists and Technologists
76,71,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
76,69,5,29-1241.00,"Ophthalmologists, Except Pediatric"
76,66,4,17-2112.00,Industrial Engineers
76,66,4,29-1129.02,Music Therapists
76,66,4,27-3042.00,Technical Writers
76,65,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
76,65,2,51-4192.00,"Layout Workers, Metal and Plastic"
76,65,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
76,65,5,29-1041.00,Optometrists
76,65,4,19-4099.03,Remote Sensing Technicians
76,64,5,25-2059.01,Adapted Physical Education Specialists
76,64,2,53-4041.00,Subway and Streetcar Operators
76,62,3,49-2091.00,Avionics Technicians
76,62,2,51-8013.03,Biomass Plant Technicians
76,62,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
76,61,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
76,61,2,53-5022.00,Motorboat Operators
76,60,3,17-3012.00,Electrical and Electronics Drafters
76,59,4,27-2022.00,Coaches and Scouts
76,59,2,43-3051.00,Payroll and Timekeeping Clerks
76,58,2,41-2012.00,Gambling Change Persons and Booth Cashiers
76,57,2,47-2031.00,Carpenters
76,56,3,47-2011.00,Boilermakers
76,55,1,47-2043.00,Floor Sanders and Finishers
76,52,2,43-9061.00,"Office Clerks, General"
76,49,2,43-2011.00,"Switchboard Operators, Including Answering Service"
75,79,5,15-2041.00,Statisticians
75,75,5,19-2043.00,Hydrologists
75,75,4,15-1212.00,Information Security Analysts
75,74,4,11-9121.02,Water Resource Specialists
