Importance,Level,Job Zone,Code,Occupation
70,66,3,33-3021.02,Police Identification and Records Officers
70,66,4,17-2112.02,Validation Engineers
70,65,5,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
70,65,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
70,64,2,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
70,61,4,13-1199.06,Online Merchants
70,60,2,39-3092.00,Costume Attendants
70,59,3,25-4031.00,Library Technicians
70,54,4,43-9081.00,Proofreaders and Copy Markers
70,53,2,53-6061.00,Passenger Attendants
69,75,3,39-5011.00,Barbers
69,73,5,25-1052.00,"Chemistry Teachers, Postsecondary"
69,72,4,19-2021.00,Atmospheric and Space Scientists
69,71,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
69,71,5,25-1065.00,"Political Science Teachers, Postsecondary"
69,71,4,15-1299.01,Web Administrators
69,70,2,53-1041.00,Aircraft Cargo Handling Supervisors
69,70,4,17-2031.00,Bioengineers and Biomedical Engineers
69,70,3,33-2011.00,Firefighters
69,69,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
69,69,4,13-2071.00,Credit Counselors
69,69,3,15-1241.01,Telecommunications Engineering Specialists
69,68,2,41-2011.00,Cashiers
69,68,3,43-3061.00,Procurement Clerks
69,68,3,13-2082.00,Tax Preparers
69,67,3,33-3051.04,Customs and Border Protection Officers
69,67,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
69,67,3,23-2011.00,Paralegals and Legal Assistants
69,66,5,15-1221.00,Computer and Information Research Scientists
69,66,4,13-2041.00,Credit Analysts
69,65,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
69,65,2,43-3051.00,Payroll and Timekeeping Clerks
69,65,3,33-3052.00,Transit and Railroad Police
69,64,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
69,64,4,17-1022.01,Geodetic Surveyors
69,63,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
69,62,4,17-2199.05,Mechatronics Engineers
69,61,3,31-9091.00,Dental Assistants
69,61,2,39-9011.01,Nannies
69,60,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
69,60,2,43-9041.00,Insurance Claims and Policy Processing Clerks
69,59,2,43-2021.00,Telephone Operators
68,74,4,11-9121.02,Water Resource Specialists
68,73,5,25-1011.00,"Business Teachers, Postsecondary"
68,72,4,19-1012.00,Food Scientists and Technologists
68,71,5,15-2031.00,Operations Research Analysts
68,70,5,11-3031.03,Investment Fund Managers
68,70,5,25-1112.00,"Law Teachers, Postsecondary"
68,70,4,13-1081.01,Logistics Engineers
68,69,4,11-3051.01,Quality Control Systems Managers
68,68,4,25-4013.00,Museum Technicians and Conservators
68,68,3,47-2022.00,Stonemasons
68,67,4,27-3041.00,Editors
68,67,2,47-3013.00,Helpers--Electricians
68,66,3,53-2022.00,Airfield Operations Specialists
68,65,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
68,65,4,19-4012.01,Precision Agriculture Technicians
68,64,3,17-3022.00,Civil Engineering Technologists and Technicians
68,64,4,29-2011.00,Medical and Clinical Laboratory Technologists
68,64,2,17-3029.01,Non-Destructive Testing Specialists
68,63,3,31-9099.02,Endoscopy Technicians
68,63,2,43-3041.00,Gambling Cage Workers
68,63,2,35-3031.00,Waiters and Waitresses
68,59,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
68,59,2,31-1132.00,Orderlies
68,58,5,29-1071.01,Anesthesiologist Assistants
67,70,2,43-4071.00,File Clerks
67,68,4,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
67,68,3,11-3051.06,Hydroelectric Production Managers
67,67,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators
67,67,2,37-2021.00,Pest Control Workers
67,67,3,51-8012.00,Power Distributors and Dispatchers
67,66,1,35-2021.00,Food Preparation Workers
67,66,2,43-4151.00,Order Clerks
67,65,5,19-1029.01,Bioinformatics Scientists
67,64,3,47-4041.00,Hazardous Materials Removal Workers
67,63,4,17-2121.00,Marine Engineers and Naval Architects
67,60,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
67,57,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
67,55,2,33-9011.00,Animal Control Workers
66,70,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
66,69,4,11-3051.03,Biofuels Production Managers
66,67,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
66,67,4,17-2051.00,Civil Engineers
66,66,3,11-9171.00,Funeral Home Managers
66,66,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
66,65,5,19-1029.02,Molecular and Cellular Biologists
66,64,3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
66,63,4,13-2023.00,Appraisers and Assessors of Real Estate
66,63,2,43-3021.00,Billing and Posting Clerks
66,63,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
66,62,4,17-2141.00,Mechanical Engineers
66,62,4,19-4099.03,Remote Sensing Technicians
66,62,3,29-1126.00,Respiratory Therapists
66,61,2,35-2012.00,"Cooks, Institution and Cafeteria"
66,61,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
66,61,2,33-9032.00,Security Guards
66,61,3,51-8021.00,Stationary Engineers and Boiler Operators
66,61,2,27-2023.00,"Umpires, Referees, and Other Sports Officials"
66,58,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
66,58,2,51-8099.01,Biofuels Processing Technicians
66,57,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
66,57,3,29-2056.00,Veterinary Technologists and Technicians
66,56,1,37-3011.00,Landscaping and Groundskeeping Workers
65,69,5,19-2043.00,Hydrologists
65,67,3,53-2012.00,Commercial Pilots
65,67,3,27-2031.00,Dancers
65,67,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
65,66,5,19-1021.00,Biochemists and Biophysicists
65,66,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
65,65,4,15-2011.00,Actuaries
65,65,4,17-2011.00,Aerospace Engineers
65,65,2,43-5051.00,Postal Service Clerks
65,64,3,47-2011.00,Boilermakers
65,64,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
65,63,4,19-2031.00,Chemists
65,63,5,25-1032.00,"Engineering Teachers, Postsecondary"
65,63,4,17-2112.00,Industrial Engineers
