Importance,Level,Job Zone,Code,Occupation
66,68,5,19-2012.00,Physicists
66,64,5,25-9021.00,Farm and Home Management Educators
66,64,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
66,63,4,13-1081.01,Logistics Engineers
66,62,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
66,62,5,29-2091.00,Orthotists and Prosthetists
66,62,4,19-4099.03,Remote Sensing Technicians
66,61,4,13-2011.00,Accountants and Auditors
66,61,4,13-2031.00,Budget Analysts
66,61,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
66,61,3,51-5111.00,Prepress Technicians and Workers
66,60,5,25-1031.00,"Architecture Teachers, Postsecondary"
66,59,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
66,58,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
66,58,2,47-2031.00,Carpenters
66,58,4,15-1242.00,Database Administrators
66,58,4,27-2012.00,Producers and Directors
66,58,3,47-2152.04,Solar Thermal Installers and Technicians
66,57,1,47-5011.00,"Derrick Operators, Oil and Gas"
66,57,2,51-2022.00,Electrical and Electronic Equipment Assemblers
66,53,2,53-7062.04,Recycling and Reclamation Workers
66,52,4,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
66,51,3,43-4141.00,New Accounts Clerks
66,50,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
66,50,2,43-3051.00,Payroll and Timekeeping Clerks
66,48,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
66,43,2,53-3031.00,Driver/Sales Workers
65,69,3,31-2021.00,Physical Therapist Assistants
65,68,5,19-1029.01,Bioinformatics Scientists
65,67,1,45-4021.00,Fallers
65,65,4,17-2072.00,"Electronics Engineers, Except Computer"
65,64,5,19-3032.00,Industrial-Organizational Psychologists
65,64,4,29-1125.00,Recreational Therapists
65,63,4,27-3091.00,Interpreters and Translators
65,63,3,51-9082.00,Medical Appliance Technicians
65,63,4,13-1151.00,Training and Development Specialists
65,59,4,17-2121.00,Marine Engineers and Naval Architects
65,58,2,47-2041.00,Carpet Installers
65,56,2,47-5041.00,Continuous Mining Machine Operators
65,53,2,53-4031.00,Railroad Conductors and Yardmasters
65,52,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
65,51,2,35-2015.00,"Cooks, Short Order"
64,71,5,19-3033.00,Clinical and Counseling Psychologists
