Importance,Level,Job Zone,Code,Occupation
76,75,3,49-9071.00,"Maintenance and Repair Workers, General"
76,74,4,17-2081.00,Environmental Engineers
76,74,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
76,73,4,13-1041.03,Equal Opportunity Representatives and Officers
76,73,3,33-9021.00,Private Detectives and Investigators
76,72,3,29-1292.00,Dental Hygienists
76,71,5,29-1129.01,Art Therapists
76,71,4,11-9199.10,Wind Energy Development Managers
76,69,3,11-3051.02,Geothermal Production Managers
76,68,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
76,68,4,39-9032.00,Recreation Workers
76,67,4,13-1199.04,Business Continuity Planners
76,65,3,13-1032.00,"Insurance Appraisers, Auto Damage"
76,65,3,51-8021.00,Stationary Engineers and Boiler Operators
76,58,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
75,84,4,17-2072.00,"Electronics Engineers, Except Computer"
75,80,4,17-2199.05,Mechatronics Engineers
75,79,5,15-2041.00,Statisticians
75,77,4,15-1242.00,Database Administrators
75,77,4,17-2071.00,Electrical Engineers
75,76,5,11-9033.00,"Education Administrators, Postsecondary"
75,76,4,13-2061.00,Financial Examiners
75,75,5,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
75,75,3,31-2011.00,Occupational Therapy Assistants
75,74,4,19-2031.00,Chemists
75,74,4,13-1051.00,Cost Estimators
75,74,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
75,73,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
75,73,3,29-2035.00,Magnetic Resonance Imaging Technologists
75,71,4,13-1131.00,Fundraisers
75,71,2,41-2022.00,Parts Salespersons
75,70,4,19-1031.00,Conservation Scientists
75,70,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
75,69,4,11-9141.00,"Property, Real Estate, and Community Association Managers"
75,68,5,21-1023.00,Mental Health and Substance Abuse Social Workers
75,68,2,33-9099.02,Retail Loss Prevention Specialists
75,67,5,11-9032.00,"Education Administrators, Kindergarten through Secondary"
75,67,3,49-3051.00,Motorboat Mechanics and Service Technicians
75,66,3,47-2011.00,Boilermakers
75,66,4,11-9179.01,Fitness and Wellness Coordinators
75,66,3,43-4131.00,Loan Interviewers and Clerks
75,66,3,29-2099.05,Ophthalmic Medical Technologists
75,65,4,13-2071.00,Credit Counselors
75,65,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
75,65,2,53-1042.01,Recycling Coordinators
75,64,3,39-4011.00,Embalmers
75,62,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
75,58,3,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
74,79,5,17-2199.06,Microsystems Engineers
74,78,3,47-1011.03,Solar Energy Installation Managers
74,76,3,27-1022.00,Fashion Designers
74,75,2,49-9044.00,Millwrights
74,75,4,17-2171.00,Petroleum Engineers
74,75,4,17-2112.02,Validation Engineers
74,74,3,19-4012.00,Agricultural Technicians
74,74,4,19-4021.00,Biological Technicians
74,74,5,11-3031.03,Investment Fund Managers
74,73,4,17-2121.00,Marine Engineers and Naval Architects
74,73,3,19-4051.02,Nuclear Monitoring Technicians
74,73,3,29-2053.00,Psychiatric Technicians
74,73,4,17-2199.11,Solar Energy Systems Engineers
74,72,3,23-2011.00,Paralegals and Legal Assistants
74,71,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
74,71,4,25-2058.00,"Special Education Teachers, Secondary School"
74,70,5,25-4012.00,Curators
74,70,3,19-4071.00,Forest and Conservation Technicians
74,69,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
74,69,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
74,69,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
74,69,4,17-1012.00,Landscape Architects
74,69,4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
74,68,2,49-9099.01,Geothermal Technicians
74,68,4,25-2012.00,"Kindergarten Teachers, Except Special Education"
74,67,2,43-4051.00,Customer Service Representatives
74,67,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
74,66,2,33-9011.00,Animal Control Workers
74,66,3,47-4011.01,Energy Auditors
74,66,5,19-3093.00,Historians
74,64,4,13-2072.00,Loan Officers
74,63,2,47-2061.00,Construction Laborers
74,62,4,13-1071.00,Human Resources Specialists
74,61,4,21-1021.00,"Child, Family, and School Social Workers"
74,61,3,39-6012.00,Concierges
73,77,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
73,76,4,15-1255.01,Video Game Designers
73,75,5,25-4011.00,Archivists
73,74,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
73,73,4,15-2051.02,Clinical Data Managers
73,72,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
73,72,5,29-2011.02,Cytotechnologists
73,71,4,13-2031.00,Budget Analysts
73,71,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
73,71,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
73,71,4,29-1125.00,Recreational Therapists
73,70,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
73,70,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
73,70,4,41-9031.00,Sales Engineers
